"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.213793737E1,2.579868291E-2,-1.518448230E0,-6.680587140E-1
5.214787037E1,-8.578864871E-2,-1.458639985E0,-5.931921342E-1
5.215780237E1,-1.906480826E-1,-1.342890843E0,-6.170110595E-1
5.216773537E1,-2.413503311E-1,-1.161852275E0,-6.966378576E-1
5.217766837E1,-2.838260405E-1,-9.406164390E-1,-7.621100083E-1
5.218760137E1,-2.332635953E-1,-6.624205363E-1,-6.741646689E-1
5.219753338E1,-1.683136192E-1,-2.765037185E-1,-3.120419258E-1
5.220746637E1,-1.784641297E-1,1.363447899E-1,2.437482011E-1
5.221739937E1,-1.781349498E-1,5.554866564E-1,8.402817267E-1
5.222733238E1,-1.607534800E-1,1.101516611E0,1.500886995E0
5.223726537E1,-7.291821443E-2,1.653468041E0,2.048651526E0
5.224719737E1,-4.293953978E-2,2.049186546E0,2.149164871E0
5.225713038E1,-2.209676865E-1,2.165459599E0,1.574190614E0
5.226706337E1,-5.490181376E-1,1.992713553E0,6.476405293E-1
5.227699637E1,-6.627481265E-1,1.912323108E0,3.464153677E-1
5.228692838E1,-5.171737260E-1,2.318225709E0,6.331596074E-1
5.229686137E1,-2.729805518E-1,3.043003877E0,1.038981809E0
5.230679437E1,1.458019668E-2,3.537609909E0,1.331850715E0
5.231672737E1,1.927145983E-1,3.537222823E0,1.670803281E0
5.232666037E1,2.295651948E-1,3.463857808E0,2.296787770E0
5.233659237E1,9.290403407E-2,3.232926704E0,2.627912377E0
5.234652537E1,-1.019240038E-1,2.725585436E0,2.563149201E0
5.235645837E1,-2.829495794E-1,2.094614149E0,2.021192417E0
5.236639137E1,-3.346677998E-1,1.472990806E0,1.202492470E0
5.237632337E1,-1.886624961E-1,9.472676468E-1,5.139445281E-1
5.238625638E1,2.362488912E-2,6.373698950E-1,1.993842065E-1
5.239618937E1,3.753793677E-1,3.558761626E-1,1.250558630E-1
5.240612237E1,7.392479798E-1,2.843752402E-1,2.978022015E-1
5.241605538E1,1.003006669E0,1.921512008E-1,6.262522915E-1
5.242598737E1,1.240716596E0,-8.258256555E-2,8.833900318E-1
5.243592037E1,1.372238310E0,-3.470579767E-1,9.281472516E-1
5.244585338E1,1.303477539E0,-5.148064077E-1,8.737371558E-1
5.245578637E1,1.273277401E0,-8.531374151E-1,7.318962756E-1
5.246571837E1,1.041584112E0,-1.183346055E0,5.486483377E-1
5.247565138E1,8.620476946E-1,-1.425931830E0,2.888711643E-1
5.248558437E1,7.246088176E-1,-1.745238336E0,-7.770423353E-2
5.249551737E1,6.341932489E-1,-2.058986480E0,-5.202615675E-1
5.250545037E1,6.016915007E-1,-2.326580211E0,-9.161449644E-1
5.251538237E1,5.905800368E-1,-2.537498050E0,-1.278159534E0
5.252531537E1,6.495418976E-1,-2.700508482E0,-1.653338817E0
5.253524837E1,7.796128444E-1,-2.811403851E0,-1.948751262E0
5.254518137E1,8.967556704E-1,-2.765232482E0,-1.982009640E0
5.255511337E1,8.839230055E-1,-2.657643714E0,-2.048972538E0
5.256504637E1,6.697787455E-1,-2.715114242E0,-2.126296703E0
5.257497938E1,2.444708439E-1,-2.702050978E0,-2.240784308E0
5.258491237E1,-1.521995882E-1,-2.612327793E0,-2.264383086E0
5.259484437E1,-4.341181207E-1,-2.451411833E0,-2.231078515E0
5.260477738E1,-6.013259401E-1,-2.284593109E0,-2.204105601E0
5.261471037E1,-6.849889614E-1,-2.079106749E0,-2.056821256E0
5.262464337E1,-7.372020391E-1,-1.779656802E0,-1.910456385E0
5.263457638E1,-7.506998979E-1,-1.496180863E0,-1.695565070E0
5.264450837E1,-6.226001206E-1,-1.092982600E0,-1.338297855E0
5.265444137E1,-4.377356469E-1,-6.958578390E-1,-1.020728848E0
5.266437438E1,-3.188339784E-1,-3.492530215E-1,-7.348222223E-1
5.267430737E1,-2.086189335E-1,3.255612731E-2,-3.816039115E-1
5.268423937E1,-1.445233543E-1,3.960114509E-1,-2.268865854E-2
5.269417288E1,-1.153220487E-1,5.893543142E-1,1.723642230E-1
5.270410587E1,-8.905930705E-2,7.662489599E-1,2.524406719E-1
5.271403887E1,-7.813792334E-2,9.380097502E-1,3.098632532E-1
5.272397088E1,-1.051690988E-1,1.119610820E0,1.987000823E-1
5.273390387E1,-2.086974141E-1,1.265682453E0,1.282566288E-1
5.274383687E1,-1.672090253E-1,1.398616562E0,1.939389870E-1
5.275376987E1,-4.994592939E-2,1.528256350E0,3.151503056E-1
5.276370288E1,5.169210898E-2,1.623522695E0,4.119708413E-1
5.277363487E1,-1.041032793E-2,1.699365175E0,2.676752999E-1
5.278356787E1,-4.072432578E-1,1.655372479E0,-3.577949265E-1
5.279350088E1,-1.010847492E0,1.470771203E0,-1.103547349E0
5.280343387E1,-1.387488726E0,1.599119341E0,-1.242188048E0
5.281336587E1,-1.205814274E0,2.161688145E0,-4.282743403E-1
5.282329888E1,-7.040982469E-1,3.148255513E0,1.023445757E0
5.283323187E1,1.583225001E-1,4.062301034E0,2.332082148E0
5.284316487E1,6.186231369E-1,4.351033620E0,3.126875461E0
5.285309688E1,5.488942497E-1,4.540811436E0,3.673466748E0
5.286302987E1,4.329433055E-1,4.172789437E0,3.832292036E0
5.287296287E1,1.969129905E-1,3.647703624E0,3.190978194E0
5.288289588E1,-1.695177619E-1,2.841494207E0,2.222847682E0
5.289282887E1,-5.910560732E-1,2.199793864E0,1.128659386E0
5.290276087E1,-9.913252473E-1,1.537417767E0,1.865653557E-1
5.291269388E1,-1.142422270E0,9.681843066E-1,-4.229963511E-1
5.292262687E1,-1.318333268E0,5.926398647E-1,-9.096299967E-1
5.293255987E1,-1.416178089E0,2.351036775E-1,-9.784935325E-1
5.294249187E1,-1.364025165E0,7.220609665E-2,-7.179459885E-1
5.295242487E1,-1.094834998E0,-4.255276108E-1,-3.526350510E-1
5.296235787E1,-9.399736838E-1,-8.744084162E-1,-1.610074684E-1
5.297229087E1,-9.516735969E-1,-1.252941955E0,-1.800968733E-1
5.298222287E1,-9.460004090E-1,-1.475401028E0,-2.247783718E-1
5.299215587E1,-7.891889025E-1,-1.635039371E0,-3.188957396E-1
5.300208887E1,-6.023020231E-1,-1.806057565E0,-4.339876547E-1
5.301202188E1,-4.813489686E-1,-1.904848613E0,-4.941859093E-1
5.302195387E1,-4.242095387E-1,-1.970995240E0,-4.685692576E-1
5.303188687E1,-3.500600469E-1,-2.050335524E0,-3.262459821E-1
5.304181988E1,-3.153108482E-1,-2.128474206E0,-2.290556100E-1
5.305175287E1,-3.161030363E-1,-2.215204786E0,-1.882078385E-1
5.306168587E1,-3.509549267E-1,-2.319841295E0,-2.142913905E-1
5.307161788E1,-3.368616752E-1,-2.444654791E0,-3.166626880E-1
5.308155087E1,-2.330803947E-1,-2.568386552E0,-5.387288287E-1
5.309148387E1,-1.477806646E-1,-2.615324491E0,-7.951333281E-1
5.310141688E1,3.217068616E-2,-2.632649791E0,-1.100854999E0
5.311134887E1,2.127071239E-1,-2.637712310E0,-1.388151800E0
5.312128187E1,3.355162674E-1,-2.695954086E0,-1.669704005E0
5.313121487E1,4.277153465E-1,-2.616620234E0,-1.856576924E0
5.314114787E1,4.337909325E-1,-2.488377931E0,-1.919968928E0
5.315107987E1,3.884958784E-1,-2.268067124E0,-1.782031941E0
5.316101287E1,4.259429458E-1,-1.948382887E0,-1.438573218E0
5.317094587E1,4.810956380E-1,-1.644716513E0,-1.029111124E0
5.318087887E1,4.857927794E-1,-1.440072151E0,-6.578252095E-1
5.319081087E1,4.112664711E-1,-1.300491512E0,-3.636988601E-1
5.320074388E1,1.858213340E-1,-1.176247535E0,-2.239363727E-1
5.321067687E1,-1.199657886E-1,-1.154033963E0,-2.294546825E-1
5.322060987E1,-3.609786623E-1,-1.084031682E0,-2.911854923E-1
5.323054288E1,-4.835832994E-1,-8.626128280E-1,-2.434903389E-1
5.324047487E1,-5.930562961E-1,-3.869354028E-1,2.649110287E-1
5.325040787E1,-6.303540402E-1,6.983388126E-2,9.202815771E-1
5.326034088E1,-6.536628690E-1,3.726769674E-1,1.571626025E0
5.327027387E1,-6.099797462E-1,7.761091197E-1,2.265440555E0
5.328020587E1,-5.296400994E-1,1.297747414E0,2.813603573E0
5.329013888E1,-4.583706902E-1,1.711941367E0,2.641921136E0
5.330007187E1,-2.224310984E-1,1.785560735E0,2.033663358E0
5.331000487E1,-5.978936976E-2,1.678145045E0,1.500951899E0
5.331993688E1,-1.127858464E-2,1.798334563E0,1.278949785E0
5.332986987E1,2.165133324E-1,2.197211734E0,1.300442981E0
5.333980287E1,5.213087308E-1,2.671887531E0,1.460003263E0
5.334973587E1,7.206080065E-1,3.029973357E0,1.639623004E0
5.335966787E1,6.652373593E-1,3.177416747E0,1.881436946E0
5.336960087E1,4.000243950E-1,2.960233616E0,2.106889794E0
5.337953387E1,8.112629822E-2,2.668008488E0,2.195239761E0
5.338946687E1,-1.643199343E-1,2.246039493E0,1.901643754E0
5.339939887E1,-3.061343925E-1,1.753654819E0,1.256222827E0
5.340933187E1,-2.886318305E-1,1.452699214E0,6.591545740E-1
5.341926488E1,-1.205351613E-1,1.410096400E0,4.818351281E-1
5.342919787E1,2.457979791E-1,1.477210157E0,6.681163090E-1
5.343912987E1,6.161763695E-1,1.503368261E0,1.044833118E0
5.344906288E1,7.712397046E-1,1.426628818E0,1.404730118E0
5.345899587E1,8.825341456E-1,1.207855244E0,1.650478067E0
5.346892887E1,8.641035026E-1,8.738476682E-1,1.609035049E0
5.347886088E1,7.373872496E-1,4.876250410E-1,1.349972405E0
5.348879387E1,5.304166828E-1,1.818741345E-1,8.386874834E-1
5.349872687E1,3.672674889E-1,-2.101360667E-1,2.879972979E-1
5.350865988E1,3.558038034E-1,-5.632149214E-1,-2.598982108E-1
5.351859187E1,3.847597269E-1,-9.534662801E-1,-8.295906776E-1
5.352852487E1,3.201182828E-1,-1.272141872E0,-1.357393107E0
5.353845788E1,2.722016113E-1,-1.427648572E0,-1.692286244E0
5.354839087E1,2.588161287E-1,-1.601039566E0,-1.814806754E0
5.355832387E1,2.204101362E-1,-1.737500131E0,-1.887547286E0
5.356825588E1,1.942009057E-1,-1.809624367E0,-1.949960466E0
5.357818887E1,1.330130281E-1,-1.836778836E0,-1.932206565E0
5.358812187E1,8.098914446E-2,-1.883274141E0,-1.927649245E0
5.359805487E1,-2.880981624E-2,-1.966016920E0,-2.045683187E0
5.360798687E1,-2.334017175E-1,-2.020538113E0,-2.190681271E0
5.361791987E1,-3.725499001E-1,-2.059725568E0,-2.319694530E0
5.362785287E1,-4.593979729E-1,-2.082093506E0,-2.446445501E0
5.363778588E1,-4.935571875E-1,-2.045317444E0,-2.489258814E0
5.364771787E1,-5.414260397E-1,-1.896933237E0,-2.375633672E0
5.365765087E1,-5.311343554E-1,-1.794784718E0,-2.220451200E0
5.366758388E1,-6.051932520E-1,-1.661967553E0,-2.087022709E0
5.367751687E1,-6.313022393E-1,-1.490951114E0,-1.906610963E0
5.368744887E1,-5.061551598E-1,-1.157012535E0,-1.521948373E0
5.369738200E1,-3.888896153E-1,-7.420578593E-1,-1.177697060E0
5.370731500E1,-2.579093169E-1,-3.545517683E-1,-8.059334278E-1
5.371724800E1,-1.074060791E-1,-3.682225585E-2,-4.763399148E-1
5.372718000E1,-3.544947580E-3,1.378855312E-1,-2.951192066E-1
5.373711300E1,-6.657658014E-3,3.174207795E-1,-2.807774484E-1
5.374704600E1,-2.130356278E-2,4.211638337E-1,-3.230694821E-1
5.375697900E1,-2.177116188E-2,5.435267615E-1,-2.537685746E-1
5.376691100E1,8.172420342E-4,6.639478290E-1,-2.550321579E-2
5.377684400E1,1.270481372E-1,8.377633309E-1,2.995078343E-1
5.378677700E1,2.540834289E-1,9.792951858E-1,7.645021042E-1
5.379671000E1,3.850374331E-1,1.135433385E0,1.047676911E0
5.380664200E1,3.112223654E-1,1.163659649E0,8.568074200E-1
5.381657500E1,-2.734488407E-1,9.334886831E-1,-1.296304321E-1
5.382650800E1,-1.120014862E0,7.700952584E-1,-9.918231377E-1
5.383644100E1,-1.647762035E0,9.026522219E-1,-9.692344666E-1
5.384637300E1,-1.518104121E0,1.499236034E0,4.548139751E-2
5.385630600E1,-7.825679541E-1,2.441274515E0,1.632565414E0
5.386623900E1,1.257471683E-1,3.128825800E0,2.908098671E0
5.387617200E1,7.136551555E-1,3.492898589E0,3.577222748E0
5.388610400E1,8.818441741E-1,3.271891964E0,3.605560402E0
5.389603700E1,7.571581475E-1,2.813312382E0,3.292525911E0
5.390597000E1,3.986927647E-2,2.022242576E0,2.222424636E0
5.391590300E1,-8.233534527E-1,1.577939556E0,1.083181497E0
5.392583500E1,-1.376754407E0,1.350261843E0,3.004726249E-1
5.393576800E1,-1.409573659E0,1.204541627E0,-5.341168374E-2
5.394570100E1,-1.277754907E0,1.314067578E0,-1.279999360E-1
5.395563400E1,-8.065495051E-1,1.419827337E0,1.654607078E-1
5.396556600E1,-1.739287552E-1,1.452731958E0,7.278567266E-1
5.397549900E1,1.818389051E-1,1.272110882E0,1.202890958E0
5.398543200E1,2.327693594E-1,9.951469874E-1,1.386059082E0
5.399536500E1,6.328993332E-2,6.188424075E-1,1.354080367E0
5.400529700E1,-1.697073213E-1,3.528022814E-1,1.165861711E0
5.401523000E1,-2.311973355E-1,8.820173979E-2,1.016228831E0
5.402516300E1,-1.112350917E-1,-1.531853557E-1,8.576619905E-1
5.403509600E1,6.278813258E-2,-4.168941969E-1,6.763173214E-1
5.404502800E1,1.942926339E-1,-7.759845740E-1,4.105295026E-1
5.405496100E1,2.782613915E-1,-1.214630413E0,2.752810657E-2
5.406489400E1,3.411063883E-1,-1.686063929E0,-4.036204326E-1
5.407482700E1,3.824983162E-1,-2.126261619E0,-8.422446370E-1
5.408475900E1,4.082243109E-1,-2.497545195E0,-1.272477502E0
5.409469200E1,4.438342928E-1,-2.728601430E0,-1.591966734E0
5.410462500E1,4.746694018E-1,-2.786956058E0,-1.711957447E0
5.411455800E1,4.560116676E-1,-2.714310835E0,-1.510957947E0
5.412449000E1,4.857920120E-1,-2.612798494E0,-1.297572582E0
5.413442300E1,5.119599100E-1,-2.595030559E0,-1.154295626E0
5.414435600E1,3.087219864E-1,-2.476300507E0,-1.067544873E0
5.415428900E1,-1.287654097E-1,-2.291388744E0,-1.002728487E0
5.416422100E1,-3.732839449E-1,-2.231132017E0,-9.573114091E-1
5.417415400E1,-4.130830913E-1,-2.197481875E0,-8.708389834E-1
5.418408700E1,-3.457271504E-1,-2.044226938E0,-8.220866534E-1
5.419401900E1,-2.674021071E-1,-1.793479620E0,-9.167302707E-1
5.420395200E1,-2.138871103E-1,-1.560885567E0,-1.027276853E0
5.421388500E1,-1.360910024E-1,-1.466495134E0,-1.193584822E0
5.422381800E1,-1.068057162E-1,-1.516787036E0,-1.333182418E0
5.423375000E1,-1.866183278E-1,-1.535658340E0,-1.456945462E0
5.424368300E1,-2.881228304E-1,-1.543745624E0,-1.597928848E0
5.425361600E1,-4.636359983E-1,-1.549264226E0,-1.780777713E0
5.426354900E1,-6.354598289E-1,-1.504618396E0,-1.818712109E0
5.427348100E1,-7.721993058E-1,-1.344516953E0,-1.616285889E0
5.428341400E1,-8.058670619E-1,-1.037812366E0,-1.111513888E0
5.429334700E1,-7.381932883E-1,-6.717392439E-1,-3.525239539E-1
5.430328000E1,-5.770397126E-1,-2.241500884E-1,4.019545609E-1
5.431321200E1,-4.071908887E-1,2.864328754E-1,1.049085798E0
5.432314500E1,-2.059972064E-1,8.960220641E-1,1.520255604E0
5.433307800E1,-1.112972732E-1,1.417321220E0,1.627003250E0
5.434301100E1,-2.320117430E-1,1.644067472E0,1.121666116E0
5.435294300E1,-3.797579090E-1,1.610807925E0,6.475776717E-1
5.436287600E1,-1.823558720E-1,1.680933582E0,5.867064026E-1
5.437280900E1,3.343849408E-1,2.144833546E0,1.153288735E0
5.438274200E1,8.506636774E-1,2.883260284E0,1.970251474E0
5.439267400E1,1.212295327E0,3.161984775E0,2.463377868E0
5.440260700E1,1.365302782E0,3.164402014E0,2.622802787E0
5.441254000E1,8.699380005E-1,3.223326160E0,2.892077885E0
5.442247300E1,2.076399634E-1,2.785982496E0,3.194105285E0
5.443240500E1,-2.265817992E-1,2.470801200E0,3.222862476E0
5.444233800E1,-3.424916667E-1,1.995829534E0,2.857734849E0
5.445227100E1,-1.403098782E-1,1.666205615E0,2.222790964E0
5.446220300E1,1.422465856E-1,1.416037171E0,1.512789295E0
5.447213600E1,4.671547065E-1,1.274228159E0,1.023108957E0
5.448206900E1,5.968299063E-1,9.580107361E-1,5.597413829E-1
5.449200200E1,8.009955273E-1,4.856118447E-1,7.248442411E-2
5.450193400E1,1.032068792E0,2.671101665E-1,-3.387590235E-1
5.451186700E1,1.269962907E0,8.774858057E-2,-5.991922545E-1
5.452180000E1,1.429665277E0,-2.351457775E-2,-8.249699154E-1
5.453173300E1,1.543217328E0,-2.207598728E-1,-8.821501297E-1
5.454166500E1,1.561148253E0,-3.933994997E-1,-8.132319224E-1
5.455159800E1,1.329444439E0,-5.752204245E-1,-5.612993735E-1
5.456153100E1,1.074149303E0,-7.709711713E-1,-3.831885070E-1
5.457146400E1,8.554847798E-1,-9.870164341E-1,-3.282419291E-1
5.458139600E1,7.127134614E-1,-1.240002066E0,-3.200303918E-1
5.459132900E1,4.021396253E-1,-1.445812948E0,-3.575402802E-1
5.460126200E1,9.937745911E-2,-1.735092248E0,-4.780917406E-1
5.461119500E1,-4.874209275E-2,-1.968263420E0,-7.078563255E-1
5.462112700E1,-7.597346226E-2,-2.200558680E0,-9.992435467E-1
5.463106000E1,-8.041248109E-2,-2.339669788E0,-1.399470840E0
5.464099300E1,-6.770339342E-2,-2.473500860E0,-1.822263708E0
5.465092600E1,-1.395811872E-1,-2.479766151E0,-2.172551102E0
5.466085800E1,-2.016969996E-1,-2.330424170E0,-2.134516134E0
5.467079100E1,-2.525924803E-1,-2.135670959E0,-2.033472447E0
5.468072400E1,-2.488373801E-1,-2.059011623E0,-1.959259293E0
5.469065700E1,-2.865416153E-1,-1.981982743E0,-1.993583618E0
5.470058950E1,-4.279491621E-1,-1.817143301E0,-1.945571838E0
5.471052250E1,-6.705401261E-1,-1.638088694E0,-1.862588446E0
5.472045550E1,-8.025800496E-1,-1.533777875E0,-1.614494594E0
5.473038750E1,-7.128945058E-1,-1.314730067E0,-1.282430048E0
5.474032050E1,-4.744250248E-1,-1.010417576E0,-9.071767974E-1
5.475025350E1,-1.784494021E-1,-6.633467352E-1,-6.416149735E-1
5.476018650E1,8.837587718E-2,-3.164565736E-1,-5.038975498E-1
5.477011850E1,2.385503919E-1,-9.656501234E-2,-4.763364065E-1
5.478005150E1,2.946045785E-1,1.900812864E-2,-6.468523246E-1
5.478998450E1,2.449424949E-1,2.220772505E-1,-7.732849145E-1
5.479991750E1,2.087366452E-2,5.103818196E-1,-7.394064394E-1
5.480984950E1,-2.011915992E-1,8.475848991E-1,-4.038882351E-1
5.481978250E1,-2.614368873E-1,1.281080511E0,2.811221418E-1
5.482971550E1,-1.543354847E-1,1.574166348E0,1.003148902E0
5.483964750E1,8.696165498E-2,1.767458925E0,1.525925065E0
5.484958050E1,2.111498460E-1,1.970101200E0,1.383258265E0
5.485951350E1,-6.131220398E-2,1.868117573E0,6.490809909E-1
5.486944650E1,-7.065316388E-1,1.677258022E0,-2.293482631E-1
5.487937850E1,-1.211592638E0,1.652782162E0,-6.741813335E-1
5.488931150E1,-1.037039364E0,1.869715617E0,-2.926519740E-1
5.489924450E1,-8.249962279E-1,2.695150094E0,8.240030783E-1
5.490917750E1,-4.626017354E-1,3.793962952E0,2.333857948E0
5.491910950E1,3.566776697E-1,4.148698323E0,3.650145421E0
5.492904250E1,7.807360214E-1,4.080719179E0,4.496376690E0
5.493897550E1,7.576690480E-1,3.528586485E0,4.735842390E0
5.494890850E1,2.015571781E-1,2.637777214E0,4.208968499E0
5.495884050E1,-7.651317032E-1,1.794401141E0,3.030558078E0
5.496877350E1,-1.667554860E0,1.182347351E0,1.798034016E0
5.497870650E1,-1.955146654E0,7.577389222E-1,9.239255619E-1
5.498863950E1,-1.810247241E0,5.974743426E-1,4.348515809E-1
5.499857150E1,-1.512015708E0,5.518409175E-1,-1.927827001E-2
5.500850450E1,-1.010176671E0,6.228676307E-1,-1.968447608E-1
5.501843750E1,-5.416969850E-1,5.617174494E-1,-1.196837336E-1
5.502836950E1,-2.733849964E-1,3.302712053E-1,-6.475791335E-2
5.503830250E1,-1.209307071E-1,-9.818644524E-3,-1.050803125E-1
5.504823550E1,-1.864929233E-2,-3.313582027E-1,-2.628463769E-1
5.505816850E1,-4.068192981E-2,-5.668624145E-1,-2.902645558E-1
5.506810050E1,-7.973383863E-2,-7.681838036E-1,-3.420784879E-1
5.507803350E1,-3.267190218E-2,-9.553414822E-1,-3.873435384E-1
5.508796650E1,-4.273273107E-3,-1.137205676E0,-3.866123441E-1
5.509789950E1,3.468619488E-2,-1.300895555E0,-3.768618196E-1
5.510783150E1,1.258829882E-1,-1.489693962E0,-3.172605658E-1
5.511776450E1,1.964937451E-1,-1.679303378E0,-2.822529933E-1
5.512769750E1,1.759069961E-1,-1.929970005E0,-4.171222383E-1
5.513762950E1,1.821560617E-1,-2.239225733E0,-6.107878679E-1
5.514756250E1,2.715511999E-1,-2.435970506E0,-8.400636256E-1
5.515749550E1,2.581859450E-1,-2.631165767E0,-1.207801742E0
5.516742850E1,1.402131981E-1,-2.673135327E0,-1.471750612E0
5.517736050E1,-5.027965922E-3,-2.639237849E0,-1.710249767E0
5.518729350E1,-9.470375223E-2,-2.555021571E0,-1.728429930E0
5.519722650E1,-1.181824792E-1,-2.338006840E0,-1.647148955E0
5.520715950E1,-2.364240154E-1,-2.196191980E0,-1.536754985E0
5.521709150E1,-4.396370883E-1,-2.109211723E0,-1.409059104E0
5.522702450E1,-6.036997635E-1,-2.005862771E0,-1.305626537E0
5.523695750E1,-6.141283091E-1,-1.845279518E0,-1.360137497E0
5.524688950E1,-5.497084379E-1,-1.612607698E0,-1.278455988E0
5.525682250E1,-4.403873226E-1,-1.226992012E0,-1.121402991E0
5.526675550E1,-3.042363497E-1,-9.418548793E-1,-9.311240691E-1
5.527668850E1,-2.761493041E-1,-8.164473063E-1,-7.716248900E-1
5.528662050E1,-4.148147808E-1,-7.527752209E-1,-7.741713524E-1
5.529655350E1,-5.457699727E-1,-7.733170742E-1,-8.374645382E-1
5.530648650E1,-6.679949793E-1,-8.097902513E-1,-9.243503621E-1
5.531641950E1,-7.755386507E-1,-8.773384559E-1,-1.002258079E0
5.532635150E1,-8.124383090E-1,-8.433398205E-1,-9.181359413E-1
5.533628450E1,-6.738803481E-1,-5.593920118E-1,-6.244914025E-1
5.534621750E1,-4.969297153E-1,-1.615889740E-1,-1.996949860E-1
5.535614950E1,-3.818244977E-1,4.373904419E-1,4.252627319E-1
5.536608250E1,-4.559090124E-1,9.474910104E-1,1.022875069E0
5.537601550E1,-4.429984333E-1,1.361123046E0,1.476965159E0
5.538594850E1,-4.468047149E-1,1.503237868E0,1.506956989E0
5.539588050E1,-4.265128301E-1,1.539356704E0,1.072323217E0
5.540581350E1,-2.651562281E-1,1.637653661E0,7.193727091E-1
5.541574650E1,5.317541054E-2,1.819565218E0,8.291462892E-1
5.542567950E1,4.823549821E-1,2.235919132E0,1.261939065E0
5.543561150E1,7.398041231E-1,2.626126052E0,1.763048370E0
5.544554450E1,8.678861395E-1,2.747318367E0,2.295765384E0
5.545547750E1,5.451388389E-1,2.622851027E0,2.427485319E0
5.546540950E1,-6.172209380E-2,2.286453694E0,2.555237626E0
5.547534250E1,-6.246649917E-1,1.877567258E0,2.589754617E0
5.548527550E1,-9.601332754E-1,1.363427433E0,2.206019980E0
5.549520850E1,-1.150666698E0,9.943353939E-1,1.499386307E0
5.550514050E1,-1.111490426E0,7.526571071E-1,7.876857296E-1
5.551507350E1,-5.565746771E-1,6.426201099E-1,1.071262532E-1
5.552500650E1,8.973871697E-2,5.919820529E-1,-3.873932397E-1
5.553493850E1,5.958202384E-1,7.356919956E-1,-4.477283192E-1
5.554487150E1,1.016714004E0,1.006374226E0,-8.015830994E-2
5.555480450E1,1.349838650E0,1.277222518E0,6.441971040E-1
5.556473750E1,1.603782788E0,1.284507564E0,1.314003258E0
5.557466950E1,1.629925835E0,1.044844812E0,1.765997121E0
5.558460250E1,1.370931165E0,7.982221198E-1,1.949523387E0
5.559453550E1,9.076060561E-1,5.668495506E-1,1.889838810E0
5.560446750E1,5.822827281E-1,2.250868124E-1,1.536760540E0
5.561440050E1,4.704734033E-1,-2.573043859E-1,9.495702803E-1
5.562433350E1,3.685367002E-1,-6.421967715E-1,2.689192951E-1
5.563426650E1,3.396327803E-1,-9.219948113E-1,-4.547081405E-1
5.564419850E1,3.305558916E-1,-1.268430644E0,-1.080405824E0
5.565413150E1,3.133077749E-1,-1.625922393E0,-1.537327135E0
5.566406450E1,3.329743731E-1,-1.905262595E0,-1.849238083E0
5.567399650E1,3.115863181E-1,-2.130755205E0,-2.071984255E0
5.568392950E1,2.344569024E-1,-2.372329411E0,-2.295022203E0
5.569386250E1,2.428520422E-1,-2.429903435E0,-2.203883992E0
5.570379500E1,3.095768493E-1,-2.407059533E0,-2.064138754E0
5.571372700E1,3.417830208E-1,-2.473535943E0,-2.116408769E0
5.572366000E1,1.522078383E-1,-2.507015346E0,-2.252859101E0
5.573359300E1,-1.959159123E-1,-2.437692511E0,-2.359276379E0
5.574352600E1,-4.390369082E-1,-2.397906886E0,-2.306711957E0
5.575345800E1,-5.093471548E-1,-2.320316674E0,-2.305836629E0
5.576339100E1,-5.553871441E-1,-2.199424320E0,-2.300350771E0
5.577332400E1,-6.421222926E-1,-1.878106372E0,-2.213127270E0
5.578325600E1,-5.401651242E-1,-1.512761813E0,-1.987373291E0
5.579318900E1,-3.877348999E-1,-1.142650019E0,-1.717427225E0
5.580312200E1,-2.241311215E-1,-7.726528305E-1,-1.372823909E0
5.581305500E1,-7.780047504E-2,-4.909737414E-1,-1.023566794E0
5.582298700E1,-8.560879201E-2,-1.987363350E-1,-7.726808971E-1
5.583292000E1,-3.006552042E-1,-1.318196297E-2,-8.348698363E-1
5.584285300E1,-7.081004468E-1,1.196585906E-1,-9.461923438E-1
5.585278500E1,-1.003163082E0,3.335281044E-1,-9.427875102E-1
5.586271800E1,-1.136574835E0,5.513848346E-1,-7.274173084E-1
5.587265100E1,-1.130363411E0,8.391415197E-1,-4.597914174E-1
5.588258400E1,-9.771915038E-1,1.159842002E0,-1.068871021E-2
5.589251600E1,-8.240309988E-1,1.511476595E0,4.600834858E-1
5.590244900E1,-8.155417918E-1,1.769693731E0,9.388418090E-1
5.591238200E1,-1.015905772E0,2.006084965E0,9.494480735E-1
5.592231400E1,-1.554997275E0,1.839010134E0,3.145357633E-1
5.593224700E1,-2.274064028E0,1.744554212E0,-2.233057505E-1
5.594218000E1,-2.673470373E0,2.009959331E0,-1.566410601E-1
5.595211300E1,-2.319242248E0,2.515884402E0,8.941304898E-1
5.596204500E1,-1.777423604E0,3.353384024E0,2.631337675E0
5.597197800E1,-1.176648508E0,4.173219207E0,3.917275176E0
5.598191100E1,-2.932233383E-1,4.168606339E0,4.766760128E0
5.599184300E1,2.795319001E-1,3.926912264E0,5.082141983E0
5.600177600E1,2.988879929E-1,3.230131735E0,4.464374878E0
5.601170900E1,-1.907664705E-1,2.294886548E0,2.977397532E0
5.602164200E1,-1.059424625E0,1.958913138E0,1.590932069E0
5.603157400E1,-1.479160203E0,1.725725008E0,6.014811471E-1
5.604150700E1,-1.468551892E0,1.446415796E0,-2.721878886E-2
5.605144000E1,-1.284367669E0,1.458930007E0,-2.492325971E-1
